KKC83479,Deposit,500.0,2023-02-24T20:37:19.866429700,balance : 12500.0
KKC83479,Withdrawal,200.0,2023-02-24T20:37:19.885679400,balance : 12300.0
KKC83479,Deposit,500.0,2023-02-24T20:37:51.171301500,balance : 12500.0
KKC83479,Withdrawal,200.0,2023-02-24T20:37:51.188885300,balance : 12300.0
KKC83479,Deposit,500.0,2023-02-24T20:37:57.786158500,balance : 12500.0
KKC83479,Withdrawal,200.0,2023-02-24T20:37:57.805845,balance : 12300.0
KKC83479,Deposit,500.0,2023-02-24T20:38:01.571216900,balance : 12500.0
KKC83479,Withdrawal,200.0,2023-02-24T20:38:01.587212700,balance : 12300.0
KKC83479,Deposit,500.0,2023-02-24T20:38:04.784253700,balance : 12500.0
KKC83479,Withdrawal,200.0,2023-02-24T20:38:04.800250,balance : 12300.0
KKC83479,Deposit,500.0,2023-02-24T20:38:07.880682200,balance : 12500.0
KKC83479,Withdrawal,200.0,2023-02-24T20:38:07.899237500,balance : 12300.0
KKC83479,Deposit,500.0,2023-02-24T20:38:10.539346900,balance : 12500.0
KKC83479,Withdrawal,200.0,2023-02-24T20:38:10.563833200,balance : 12300.0
KKC83479,Deposit,500.0,2023-02-24T21:53:34.508100900,balance : 12500.0
KKC83479,Withdrawal,200.0,2023-02-24T21:53:34.524547900,balance : 12300.0
KKC83479,Deposit,500.0,2023-02-24T21:55:20.839244700,balance : 12500.0
KKC83479,Withdrawal,200.0,2023-02-24T21:55:20.859759600,balance : 12300.0
KKC83479,Deposit,500.0,2023-02-24T22:24:03.794003800,balance : 20500.0
KKC83479,Withdrawal,200.0,2023-02-24T22:24:03.832777200,balance : 20300.0
KKC83479,Deposit,500.0,2023-02-24T22:24:29.996882900,balance : 20500.0
KKC83479,Withdrawal,200.0,2023-02-24T22:24:30.032670500,balance : 20300.0
KKC83479,Deposit,300.0,2023-02-24T22:27:34.611806500,balance : 20300.0
KKC83479,Withdrawal,200.0,2023-02-24T22:27:34.642629400,balance : 20100.0
KKC83479,Deposit,300.0,2023-02-24T22:27:50.713317900,balance : 20400.0
KKC83479,Withdrawal,200.0,2023-02-24T22:27:50.801378,balance : 20200.0
KKC83479,Deposit,300.0,2023-02-24T22:27:54.811388800,balance : 20500.0
KKC83479,Withdrawal,200.0,2023-02-24T22:27:54.851303100,balance : 20300.0
KKC83479,Deposit,300.0,2023-02-24T22:27:58.149679400,balance : 20600.0
KKC83479,Withdrawal,200.0,2023-02-24T22:27:58.177442400,balance : 20400.0
KKC83479,Deposit,300.0,2023-02-24T22:28:01.924821800,balance : 20700.0
KKC83479,Withdrawal,200.0,2023-02-24T22:28:01.968163100,balance : 20500.0
KKC83479,Loan ,20000.0,2023-02-24T22:28:26.039764700,balance : 20500.0
KKC83479,Deposit,300.0,2023-02-24T22:28:26.072626500,balance : 20800.0
KKC83479,Withdrawal,200.0,2023-02-24T22:28:26.088965900,balance : 20600.0
KKC83479,Loan ,20000.0,2023-02-24T22:33:06.524585200,balance : 20600.0
KKC83479,Deposit,300.0,2023-02-24T22:33:06.545161,balance : 20900.0
KKC83479,Withdrawal,200.0,2023-02-24T22:33:06.562400600,balance : 20700.0
KKC83479,Loan ,20000.0,2023-02-24T22:37:04.015745400,balance : 20700.0
KKC83479,Deposit,300.0,2023-02-24T22:37:04.038165100,balance : 21000.0
KKC83479,Withdrawal,200.0,2023-02-24T22:37:04.059221300,balance : 20800.0
KKC83479,Deposit,300.0,2023-02-24T22:38:51.127646900,balance : 20300.0
KKC83479,Withdrawal,200.0,2023-02-24T22:38:51.151671200,balance : 20100.0
KKC83479,Loan ,20000.0,2023-02-24T22:39:23.679237100,balance : 20100.0
KKC83479,Deposit,300.0,2023-02-24T22:39:23.700067800,balance : 20400.0
KKC83479,Withdrawal,200.0,2023-02-24T22:39:23.720934,balance : 20200.0
KKC83479,Loan ,20000.0,2023-02-24T22:40:53.750661800,balance : 10000.0
KKC83479,Loan ,20000.0,2023-02-24T22:43:15.625439200,balance : 30000.0
KKC12352,Pin changed ,0.0,2023-02-25T00:33:04.875846200,balance : 40000.0
KKC48590,Deposit,150.0,2023-02-25T13:09:43.738296700,balance : 1150.0
KKC48590,Withdrawal,150.0,2023-02-25T13:10:34.618678300,balance : 1000.0
KKC48590,Withdrawal,500.0,2023-02-25T13:11:10.546456300,balance : 500.0
KKC48590,Pin changed ,0.0,2023-02-25T13:39:13.936141100,balance : 500.0
KKC83479,Loan ,20000.0,2023-02-25T14:04:04.591961700,balance : 30000.0
KKC83479,Loan ,20000.0,2023-02-25T14:13:46.614788900,balance : 30000.0
KKC83479,Loan ,20000.0,2023-02-25T14:19:16.895913400,balance : 30000.0
KKC83479,Loan ,20000.0,2023-02-25T14:22:07.519770300,balance : 50000.0
KKC83479,Loan cleared ,20000.0,2023-02-25T14:24:04.594255300,balance : 50000.0
KKC83479,Loan taken ,20000.0,2023-02-25T14:25:41.065414,balance : 10000.0
KKC83479,Loan cleared ,20000.0,2023-02-25T14:28:29.364111100,balance : 30000.0
KKC83479,Loan taken ,20000.0,2023-02-25T14:32:22.648673600,balance : 30000.0
